draw,date,actual,predictions,mainline,support,hit_type,mark
6140,2023-02-06,5090,3320 / 7820 / 5820 / 5520 / 7220,3320 / 7820,5820 / 5520 / 7220,partial,△
6141,2023-02-07,6970,5320 / 7720 / 3920 / 7620 / 7390,5320 / 7720,3920 / 7620 / 7390,partial,△
6142,2023-02-08,9900,3320 / 3720 / 5420 / 3220 / 5620,3320 / 3720,5420 / 3220 / 5620,partial,※
6143,2023-02-09,8100,7220 / 5320 / 7710 / 7520 / 7210,7220 / 5320,7710 / 7520 / 7210,partial,△
6144,2023-02-10,4140,3220 / 3820 / 7320 / 3310 / 9320,3220 / 3820,7320 / 3310 / 9320,partial,△
6145,2023-02-13,5770,5220 / 5520 / 8320 / 3320 / 6320,5220 / 5520,8320 / 3320 / 6320,partial,△
6146,2023-02-14,1370,3520 / 5320 / 7720 / 5720 / 5580,3520 / 5320,7720 / 5720 / 5580,partial,△
6147,2023-02-15,4890,5820 / 3320 / 5420 / 5310 / 7820,5820 / 3320,5420 / 5310 / 7820,partial,△
6148,2023-02-16,1680,5490 / 5390 / 5920 / 5820 / 5410,5490 / 5390,5920 / 5820 / 5410,partial,△
6149,2023-02-17,4140,5820 / 5120 / 7920 / 7620 / 7520,5820 / 5120,7920 / 7620 / 7520,partial,△
6150,2023-02-20,1270,5220 / 5520 / 8320 / 3320 / 4320,5220 / 5520,8320 / 3320 / 4320,partial,△
6151,2023-02-21,0180,5820 / 5320 / 5760 / 5520 / 3720,5820 / 5320,5760 / 5520 / 3720,partial,△
6152,2023-02-22,5170,7220 / 5920 / 7420 / 5820 / 3320,7220 / 5920,7420 / 5820 / 3320,partial,△
6153,2023-02-23,1560,5220 / 7220 / 5820 / 7920 / 5520,5220 / 7220,5820 / 7920 / 5520,partial,△
6154,2023-02-24,3070,5220 / 5120 / 5320 / 4420 / 5490,5220 / 5120,5320 / 4420 / 5490,partial,△
6155,2023-02-27,1070,6920 / 6320 / 7920 / 5960 / 6960,6920 / 6320,7920 / 5960 / 6960,partial,△
6156,2023-02-28,1880,5720 / 5620 / 5360 / 5980 / 5950,5720 / 5620,5360 / 5980 / 5950,partial,△
6157,2023-03-01,9850,5220 / 4420 / 3420 / 5720 / 8420,5220 / 4420,3420 / 5720 / 8420,partial,△
6158,2023-03-02,5680,7390 / 5420 / 7320 / 7990 / 7220,7390 / 5420,7320 / 7990 / 7220,partial,△
6159,2023-03-03,0060,3920 / 9920 / 7620 / 7820 / 7720,3920 / 9920,7620 / 7820 / 7720,partial,△
6160,2023-03-06,7480,7920 / 7820 / 5620 / 5720 / 3920,7920 / 7820,5620 / 5720 / 3920,partial,△
6161,2023-03-07,3860,7420 / 9920 / 7720 / 5720 / 7920,7420 / 9920,7720 / 5720 / 7920,partial,※
6162,2023-03-08,4820,3420 / 7420 / 8420 / 3320 / 6220,3420 / 7420,8420 / 3320 / 6220,box,〇
6163,2023-03-09,1400,5820 / 3420 / 4420 / 5920 / 5520,5820 / 3420,4420 / 5920 / 5520,partial,△
6164,2023-03-10,6820,5820 / 5410 / 7420 / 3420 / 3820,5820 / 5410,7420 / 3420 / 3820,near,▲
6165,2023-03-13,5880,3320 / 5320 / 5820 / 5220 / 9420,3320 / 5320,5820 / 5220 / 9420,near,▲
6166,2023-03-14,4970,7420 / 3320 / 5320 / 7320 / 7220,7420 / 3320,5320 / 7320 / 7220,partial,△
6167,2023-03-15,0520,5220 / 5380 / 5820 / 5360 / 5920,5220 / 5380,5820 / 5360 / 5920,partial,△
6168,2023-03-16,3660,5520 / 7520 / 8420 / 5920 / 7320,5520 / 7520,8420 / 5920 / 7320,partial,△
6169,2023-03-17,0460,6920 / 6620 / 1920 / 3820 / 4920,6920 / 6620,1920 / 3820 / 4920,partial,△
6170,2023-03-20,3440,7720 / 5720 / 7220 / 7920 / 1720,7720 / 5720,7220 / 7920 / 1720,partial,※
6171,2023-03-21,1630,3420 / 5720 / 4420 / 8420 / 1720,3420 / 5720,4420 / 8420 / 1720,partial,△
6172,2023-03-22,9320,5620 / 5120 / 5660 / 5720 / 7820,5620 / 5120,5660 / 5720 / 7820,partial,△
6173,2023-03-23,4390,7820 / 3320 / 4320 / 5420 / 3820,7820 / 3320,4320 / 5420 / 3820,near,▲
6174,2023-03-24,2430,5390 / 5420 / 5520 / 4320 / 5720,5390 / 5420,5520 / 4320 / 5720,box,〇
6175,2023-03-27,6140,3420 / 5720 / 5460 / 6420 / 7420,3420 / 5720,5460 / 6420 / 7420,partial,△
6176,2023-03-28,5260,3820 / 5220 / 3420 / 3920 / 3720,3820 / 5220,3420 / 3920 / 3720,near,▲
6177,2023-03-29,3890,5720 / 7720 / 3720 / 7820 / 9720,5720 / 7720,3720 / 7820 / 9720,partial,△
6178,2023-03-30,0250,3420 / 5320 / 4420 / 3320 / 1320,3420 / 5320,4420 / 3320 / 1320,partial,△
6179,2023-03-31,6310,7890 / 5790 / 5820 / 7820 / 7290,7890 / 5790,5820 / 7820 / 7290,partial,※
6180,2023-04-03,8150,3820 / 5310 / 8320 / 3420 / 5810,3820 / 5310,8320 / 3420 / 5810,box,〇
6181,2023-04-04,7050,3890 / 3490 / 3220 / 5390 / 9390,3890 / 3490,3220 / 5390 / 9390,partial,△
6182,2023-04-05,2110,6990 / 9920 / 7990 / 5390 / 9790,6990 / 9920,7990 / 5390 / 9790,partial,△
6183,2023-04-06,3170,9320 / 9220 / 5920 / 5420 / 5350,9320 / 9220,5920 / 5420 / 5350,partial,△
6184,2023-04-07,9620,6320 / 3220 / 5820 / 6820 / 3920,6320 / 3220,5820 / 6820 / 3920,partial,△
6185,2023-04-10,8550,7620 / 5820 / 5620 / 5120 / 5320,7620 / 5820,5620 / 5120 / 5320,partial,△
6186,2023-04-11,6170,3290 / 3390 / 3410 / 3990 / 3320,3290 / 3390,3410 / 3990 / 3320,partial,△
6187,2023-04-12,6510,3220 / 5820 / 8320 / 3420 / 5360,3220 / 5820,8320 / 3420 / 5360,partial,△
6188,2023-04-13,9590,3220 / 8420 / 3520 / 7420 / 3450,3220 / 8420,3520 / 7420 / 3450,partial,△
6189,2023-04-14,7880,7220 / 5520 / 5220 / 7120 / 7920,7220 / 5520,5220 / 7120 / 7920,partial,△
6190,2023-04-17,2970,7420 / 3420 / 9820 / 6320 / 7820,7420 / 3420,9820 / 6320 / 7820,partial,△
6191,2023-04-18,4660,3320 / 9720 / 5720 / 6320 / 5360,3320 / 9720,5720 / 6320 / 5360,partial,△
6192,2023-04-19,6550,5620 / 3920 / 8820 / 5320 / 5910,5620 / 3920,8820 / 5320 / 5910,partial,△
6193,2023-04-20,1200,3420 / 5420 / 3290 / 3390 / 6490,3420 / 5420,3290 / 3390 / 6490,partial,△
6194,2023-04-21,3710,5720 / 7820 / 7720 / 5320 / 5710,5720 / 7820,7720 / 5320 / 5710,near,▲
6195,2023-04-24,6790,3520 / 6320 / 5510 / 7520 / 6920,3520 / 6320,5510 / 7520 / 6920,partial,△
6196,2023-04-25,6020,3320 / 3390 / 3720 / 7520 / 5920,3320 / 3390,3720 / 7520 / 5920,partial,△
6197,2023-04-26,6130,3820 / 5820 / 3620 / 7320 / 8920,3820 / 5820,3620 / 7320 / 8920,partial,△
6198,2023-04-27,7840,3820 / 5820 / 3420 / 3920 / 6820,3820 / 5820,3420 / 3920 / 6820,partial,△
6199,2023-04-28,0830,7420 / 6320 / 5420 / 9220 / 9410,7420 / 6320,5420 / 9220 / 9410,partial,△
6200,2023-05-01,8060,7460 / 7410 / 7220 / 5460 / 7720,7460 / 7410,7220 / 5460 / 7720,partial,△
6201,2023-05-02,1590,3920 / 3720 / 6320 / 7320 / 5820,3920 / 3720,6320 / 7320 / 5820,partial,△
6202,2023-05-03,6580,5520 / 3420 / 5590 / 5290 / 7520,5520 / 3420,5590 / 5290 / 7520,partial,△
6203,2023-05-04,0840,3220 / 7420 / 6420 / 8420 / 8220,3220 / 7420,6420 / 8420 / 8220,partial,△
6204,2023-05-05,5580,7820 / 5820 / 7220 / 3420 / 4420,7820 / 5820,7220 / 3420 / 4420,partial,△
6205,2023-05-08,9540,5420 / 5520 / 1420 / 7220 / 3120,5420 / 5520,1420 / 7220 / 3120,partial,△
6206,2023-05-09,9770,7220 / 7820 / 7120 / 5220 / 3420,7220 / 7820,7120 / 5220 / 3420,partial,△
6207,2023-05-10,7120,7560 / 7320 / 7540 / 7510 / 7590,7560 / 7320,7540 / 7510 / 7590,near,▲
6208,2023-05-11,0480,6820 / 7820 / 9420 / 9920 / 9720,6820 / 7820,9420 / 9920 / 9720,partial,△
6209,2023-05-12,4940,7820 / 7220 / 5720 / 8420 / 7920,7820 / 7220,5720 / 8420 / 7920,partial,△
6210,2023-05-15,2110,5220 / 5820 / 3320 / 8720 / 7720,5220 / 5820,3320 / 8720 / 7720,partial,△
6211,2023-05-16,1580,5820 / 3820 / 3320 / 9810 / 3220,5820 / 3820,3320 / 9810 / 3220,partial,△
6212,2023-05-17,9870,5220 / 5820 / 5120 / 3520 / 5720,5220 / 5820,5120 / 3520 / 5720,partial,△
6213,2023-05-18,2620,7460 / 7440 / 5420 / 7410 / 7470,7460 / 7440,5420 / 7410 / 7470,partial,△
6214,2023-05-19,9900,5820 / 3820 / 9620 / 6620 / 3120,5820 / 3820,9620 / 6620 / 3120,partial,△
6215,2023-05-22,1430,7220 / 7520 / 7420 / 7310 / 7210,7220 / 7520,7420 / 7310 / 7210,partial,△
6216,2023-05-23,8260,5460 / 3420 / 5860 / 5410 / 5760,5460 / 3420,5860 / 5410 / 5760,partial,△
6217,2023-05-24,6450,3420 / 9820 / 6720 / 5820 / 7420,3420 / 9820,6720 / 5820 / 7420,partial,△
6218,2023-05-25,9180,3890 / 5890 / 3790 / 8490 / 6890,3890 / 5890,3790 / 8490 / 6890,partial,△
6219,2023-05-26,7420,7220 / 7920 / 7520 / 6820 / 6320,7220 / 7920,7520 / 6820 / 6320,near,▲
6220,2023-05-29,2470,9820 / 6820 / 9920 / 6720 / 3820,9820 / 6820,9920 / 6720 / 3820,partial,△
6221,2023-05-30,9060,9820 / 9460 / 9720 / 9920 / 9410,9820 / 9460,9720 / 9920 / 9410,near,▲
6222,2023-05-31,2460,7320 / 7620 / 5820 / 5920 / 9320,7320 / 7620,5820 / 5920 / 9320,partial,△
6223,2023-06-01,4940,6420 / 9720 / 9220 / 9920 / 9490,6420 / 9720,9220 / 9920 / 9490,partial,△
6224,2023-06-02,8800,5220 / 5820 / 3720 / 3320 / 8320,5220 / 5820,3720 / 3320 / 8320,partial,△
6225,2023-06-05,0340,3820 / 7420 / 3320 / 3460 / 3810,3820 / 7420,3320 / 3460 / 3810,partial,△
6226,2023-06-06,3080,5820 / 8820 / 1820 / 3320 / 6320,5820 / 8820,1820 / 3320 / 6320,partial,△
6227,2023-06-07,8430,6320 / 6620 / 1920 / 3920 / 7820,6320 / 6620,1920 / 3920 / 7820,partial,△
6228,2023-06-08,5030,3820 / 9420 / 3410 / 3720 / 5420,3820 / 9420,3410 / 3720 / 5420,partial,△
6229,2023-06-09,7760,3920 / 7820 / 3860 / 3360 / 9860,3920 / 7820,3860 / 3360 / 9860,partial,△
6230,2023-06-12,3600,7520 / 9320 / 5520 / 3520 / 9580,7520 / 9320,5520 / 3520 / 9580,partial,△
6231,2023-06-13,4210,6620 / 1820 / 6520 / 5820 / 6420,6620 / 1820,6520 / 5820 / 6420,partial,△
6232,2023-06-14,8940,8820 / 3420 / 3820 / 5810 / 8410,8820 / 3420,3820 / 5810 / 8410,partial,△
6233,2023-06-15,7760,3420 / 3520 / 6720 / 6420 / 3920,3420 / 3520,6720 / 6420 / 3920,partial,△
6234,2023-06-16,3620,7520 / 9320 / 3520 / 5520 / 6920,7520 / 9320,3520 / 5520 / 6920,near,▲
6235,2023-06-19,2990,6620 / 6120 / 8820 / 6520 / 7920,6620 / 6120,8820 / 6520 / 7920,partial,△
6236,2023-06-20,1270,9220 / 3720 / 9820 / 6720 / 5420,9220 / 3720,9820 / 6720 / 5420,partial,△
6237,2023-06-21,1700,5720 / 3820 / 7720 / 3720 / 4420,5720 / 3820,7720 / 3720 / 4420,partial,△
6238,2023-06-22,9520,7520 / 5920 / 7720 / 3720 / 4520,7520 / 5920,7720 / 3720 / 4520,box,〇
6239,2023-06-23,4520,7220 / 7720 / 6420 / 7120 / 9520,7220 / 7720,6420 / 7120 / 9520,near,▲
6240,2023-06-26,5860,5520 / 6420 / 3520 / 4420 / 1420,5520 / 6420,3520 / 4420 / 1420,partial,△
6241,2023-06-27,1030,9420 / 3820 / 6420 / 7820 / 9220,9420 / 3820,6420 / 7820 / 9220,partial,△
6242,2023-06-28,8990,3920 / 5960 / 3820 / 5720 / 3720,3920 / 5960,3820 / 5720 / 3720,partial,△
6243,2023-06-29,0980,3220 / 7720 / 3520 / 3820 / 3120,3220 / 7720,3520 / 3820 / 3120,partial,△
6244,2023-06-30,7740,7420 / 8720 / 7520 / 3720 / 8420,7420 / 8720,7520 / 3720 / 8420,partial,△
6245,2023-07-03,1640,7520 / 3520 / 5520 / 9220 / 9120,7520 / 3520,5520 / 9220 / 9120,partial,△
6246,2023-07-04,8990,7920 / 5620 / 5120 / 7820 / 7120,7920 / 5620,5120 / 7820 / 7120,partial,△
6247,2023-07-05,4460,3220 / 7720 / 6720 / 3390 / 6220,3220 / 7720,6720 / 3390 / 6220,partial,△
6248,2023-07-06,0920,3420 / 6420 / 8820 / 5920 / 3920,3420 / 6420,8820 / 5920 / 3920,near,▲
6249,2023-07-07,9030,7220 / 8720 / 7520 / 3720 / 7120,7220 / 8720,7520 / 3720 / 7120,partial,△
6250,2023-07-10,7990,7720 / 7760 / 7910 / 7360 / 6920,7720 / 7760,7910 / 7360 / 6920,near,▲
6251,2023-07-11,7660,9790 / 9320 / 6720 / 9520 / 7420,9790 / 9320,6720 / 9520 / 7420,partial,△
6252,2023-07-12,1790,6920 / 9120 / 9520 / 9720 / 5920,6920 / 9120,9520 / 9720 / 5920,partial,△
6253,2023-07-13,6470,5590 / 7720 / 5720 / 8520 / 7990,5590 / 7720,5720 / 8520 / 7990,partial,△
6254,2023-07-14,1750,7420 / 3720 / 7720 / 3920 / 5460,7420 / 3720,7720 / 3920 / 5460,partial,△
6255,2023-07-17,7600,5520 / 7520 / 7790 / 5510 / 7510,5520 / 7520,7790 / 5510 / 7510,partial,△
6256,2023-07-18,2410,6920 / 9620 / 9720 / 9120 / 1920,6920 / 9620,9720 / 9120 / 1920,partial,△
6257,2023-07-19,4160,9920 / 3420 / 5420 / 7420 / 4420,9920 / 3420,5420 / 7420 / 4420,partial,△
6258,2023-07-20,2470,5420 / 8220 / 5820 / 8320 / 3920,5420 / 8220,5820 / 8320 / 3920,partial,△
6259,2023-07-21,3340,9720 / 3420 / 5420 / 9760 / 9480,9720 / 3420,5420 / 9760 / 9480,partial,△
6260,2023-07-24,1210,6820 / 7320 / 8320 / 8820 / 3420,6820 / 7320,8320 / 8820 / 3420,partial,△
6261,2023-07-25,7930,7420 / 3720 / 3420 / 5710 / 4420,7420 / 3720,3420 / 5710 / 4420,partial,△
6262,2023-07-26,8670,9760 / 9220 / 6720 / 9460 / 9520,9760 / 9220,6720 / 9460 / 9520,partial,△
6263,2023-07-27,8820,7920 / 6920 / 3820 / 3660 / 9960,7920 / 6920,3820 / 3660 / 9960,near,▲
6264,2023-07-28,0710,6420 / 3320 / 3920 / 3820 / 7820,6420 / 3320,3920 / 3820 / 7820,partial,△
6265,2023-07-31,5490,7510 / 8520 / 7710 / 7550 / 7420,7510 / 8520,7710 / 7550 / 7420,partial,△
6266,2023-08-01,1690,3420 / 1420 / 9490 / 7790 / 7990,3420 / 1420,9490 / 7790 / 7990,partial,△
6267,2023-08-02,0900,5990 / 3990 / 7720 / 7820 / 7520,5990 / 3990,7720 / 7820 / 7520,partial,△
6268,2023-08-03,8050,7420 / 8720 / 7320 / 7920 / 8420,7420 / 8720,7320 / 7920 / 8420,partial,△
6269,2023-08-04,3690,3920 / 8990 / 3790 / 3910 / 3490,3920 / 8990,3790 / 3910 / 3490,near,▲
6270,2023-08-07,2940,6920 / 3920 / 7920 / 3990 / 8820,6920 / 3920,7920 / 3990 / 8820,partial,△
6271,2023-08-08,5660,9420 / 7720 / 6720 / 9320 / 9520,9420 / 7720,6720 / 9320 / 9520,partial,△
6272,2023-08-09,0690,3920 / 7620 / 7720 / 1620 / 6920,3920 / 7620,7720 / 1620 / 6920,partial,△
6273,2023-08-10,7930,7620 / 5990 / 8990 / 7720 / 7910,7620 / 5990,8990 / 7720 / 7910,near,▲
6274,2023-08-11,2260,7760 / 7420 / 6720 / 7710 / 9620,7760 / 7420,6720 / 7710 / 9620,partial,△
6275,2023-08-14,8970,5720 / 7720 / 9820 / 7420 / 9790,5720 / 7720,9820 / 7420 / 9790,partial,△
6276,2023-08-15,6770,3420 / 3320 / 3920 / 3620 / 6720,3420 / 3320,3920 / 3620 / 6720,near,▲
6277,2023-08-16,0540,5520 / 8920 / 7920 / 3560 / 7560,5520 / 8920,7920 / 3560 / 7560,partial,△
6278,2023-08-17,6970,7520 / 7220 / 7720 / 7410 / 8920,7520 / 7220,7720 / 7410 / 8920,partial,△
6279,2023-08-18,4250,7720 / 8760 / 8420 / 3420 / 7220,7720 / 8760,8420 / 3420 / 7220,partial,△
6280,2023-08-21,5170,5790 / 8720 / 7790 / 8420 / 5990,5790 / 8720,7790 / 8420 / 5990,partial,△
6281,2023-08-22,5370,1920 / 1420 / 3420 / 5920 / 1960,1920 / 1420,3420 / 5920 / 1960,partial,△
6282,2023-08-23,2950,7420 / 7820 / 9320 / 3360 / 7720,7420 / 7820,9320 / 3360 / 7720,partial,△
6283,2023-08-24,7800,9490 / 9390 / 9720 / 9990 / 4790,9490 / 9390,9720 / 9990 / 4790,partial,△
6284,2023-08-25,5970,9410 / 6420 / 5420 / 7920 / 7320,9410 / 6420,5420 / 7920 / 7320,partial,△
6285,2023-08-28,8550,3720 / 7220 / 7420 / 7920 / 7620,3720 / 7220,7420 / 7920 / 7620,partial,※
6286,2023-08-29,3080,7490 / 3590 / 5490 / 7990 / 3440,7490 / 3590,5490 / 7990 / 3440,partial,△
6287,2023-08-30,3930,5920 / 7920 / 1960 / 9920 / 1620,5920 / 7920,1960 / 9920 / 1620,partial,△
6288,2023-08-31,0440,6760 / 3720 / 3760 / 7760 / 1420,6760 / 3720,3760 / 7760 / 1420,partial,△
6289,2023-09-01,2860,7720 / 5920 / 8920 / 1420 / 8720,7720 / 5920,8920 / 1420 / 8720,partial,△
6290,2023-09-04,4340,3420 / 4420 / 6420 / 3920 / 3320,3420 / 4420,6420 / 3920 / 3320,partial,△
6291,2023-09-05,1150,8820 / 8420 / 3320 / 8920 / 5310,8820 / 8420,3320 / 8920 / 5310,partial,△
6292,2023-09-06,9880,5490 / 5390 / 8990 / 5890 / 7890,5490 / 5390,8990 / 5890 / 7890,partial,△
6293,2023-09-07,3980,7460 / 5420 / 7720 / 7820 / 7940,7460 / 5420,7720 / 7820 / 7940,partial,△
6294,2023-09-08,4700,7720 / 6720 / 1420 / 8420 / 3320,7720 / 6720,1420 / 8420 / 3320,partial,△
6295,2023-09-11,1340,8920 / 5910 / 3920 / 8720 / 8320,8920 / 5910,3920 / 8720 / 8320,partial,△
6296,2023-09-12,1080,3320 / 7420 / 7820 / 8320 / 7720,3320 / 7420,7820 / 8320 / 7720,partial,△
6297,2023-09-13,3720,3920 / 5940 / 7960 / 1920 / 5820,3920 / 5940,7960 / 1920 / 5820,near,▲
6298,2023-09-14,4020,1520 / 5520 / 3520 / 7920 / 5720,1520 / 5520,3520 / 7920 / 5720,partial,△
6299,2023-09-15,2190,3920 / 5720 / 5320 / 5620 / 3720,3920 / 5720,5320 / 5620 / 3720,partial,△
6300,2023-09-18,5870,3990 / 9990 / 3320 / 3420 / 5320,3990 / 9990,3320 / 3420 / 5320,partial,△
6301,2023-09-19,9140,1420 / 3460 / 7920 / 1920 / 7440,1420 / 3460,7920 / 1920 / 7440,partial,△
6302,2023-09-20,0030,7420 / 7220 / 5920 / 7960 / 8920,7420 / 7220,5920 / 7960 / 8920,partial,※
6303,2023-09-21,4000,5920 / 1920 / 8960 / 3920 / 7320,5920 / 1920,8960 / 3920 / 7320,partial,※
6304,2023-09-22,3840,3920 / 5720 / 7920 / 5320 / 5950,3920 / 5720,7920 / 5320 / 5950,partial,△
6305,2023-09-25,5630,5420 / 8420 / 6420 / 5920 / 1820,5420 / 8420,6420 / 5920 / 1820,partial,△
6306,2023-09-26,6680,7920 / 7960 / 1960 / 9920 / 7940,7920 / 7960,1960 / 9920 / 7940,partial,△
6307,2023-09-27,3670,8920 / 3620 / 3960 / 5620 / 7620,8920 / 3620,3960 / 5620 / 7620,near,▲
6308,2023-09-28,6620,5920 / 7920 / 1960 / 5960 / 5940,5920 / 7920,1960 / 5960 / 5940,partial,△
6309,2023-09-29,2860,3620 / 1920 / 5620 / 8620 / 8820,3620 / 1920,5620 / 8620 / 8820,box,〇
6310,2023-10-02,1830,9420 / 3920 / 4420 / 5620 / 9320,9420 / 3920,4420 / 5620 / 9320,partial,△
6311,2023-10-03,3840,5920 / 5960 / 5820 / 3920 / 5860,5920 / 5960,5820 / 3920 / 5860,partial,△
6312,2023-10-04,9590,5420 / 3920 / 1820 / 8420 / 6820,5420 / 3920,1820 / 8420 / 6820,partial,△
6313,2023-10-05,4610,7920 / 7220 / 7720 / 7590 / 5920,7920 / 7220,7720 / 7590 / 5920,partial,※
6314,2023-10-06,3050,8920 / 5820 / 5950 / 8620 / 3820,8920 / 5820,5950 / 8620 / 3820,partial,△
6315,2023-10-09,2830,5990 / 7990 / 4990 / 3920 / 6920,5990 / 7990,4990 / 3920 / 6920,partial,△
6316,2023-10-10,0480,9420 / 9920 / 9460 / 3820 / 3440,9420 / 9920,9460 / 3820 / 3440,partial,△
6317,2023-10-11,3010,7920 / 5920 / 5720 / 3920 / 3720,7920 / 5920,5720 / 3920 / 3720,partial,△
6318,2023-10-12,2770,5920 / 3910 / 8920 / 3820 / 1950,5920 / 3910,8920 / 3820 / 1950,partial,△
6319,2023-10-13,9970,9920 / 9520 / 3720 / 5560 / 4920,9920 / 9520,3720 / 5560 / 4920,near,▲
6320,2023-10-16,3040,7740 / 5720 / 7420 / 7320 / 7770,7740 / 5720,7420 / 7320 / 7770,partial,△
6321,2023-10-17,3790,5920 / 7920 / 3820 / 1910 / 1620,5920 / 7920,3820 / 1910 / 1620,partial,△
6322,2023-10-18,5980,1990 / 5990 / 6990 / 3720 / 8990,1990 / 5990,6990 / 3720 / 8990,near,▲
6323,2023-10-19,7620,5720 / 3620 / 3220 / 3740 / 5620,5720 / 3620,3220 / 3740 / 5620,near,▲
6324,2023-10-20,3020,7920 / 3620 / 6920 / 1920 / 7720,7920 / 3620,6920 / 1920 / 7720,near,▲
6325,2023-10-23,2820,1920 / 3620 / 8920 / 3720 / 9920,1920 / 3620,8920 / 3720 / 9920,partial,△
6326,2023-10-24,4610,9420 / 9920 / 3320 / 5820 / 7420,9420 / 9920,3320 / 5820 / 7420,partial,△
6327,2023-10-25,0590,5620 / 3910 / 5820 / 5950 / 5810,5620 / 3910,5820 / 5950 / 5810,partial,△
6328,2023-10-26,9540,7490 / 5490 / 7990 / 7520 / 3990,7490 / 5490,7990 / 7520 / 3990,box,〇
6329,2023-10-27,7630,7920 / 7220 / 5420 / 7620 / 5820,7920 / 7220,5420 / 7620 / 5820,near,▲
6330,2023-10-30,4870,7920 / 9960 / 3960 / 7620 / 7960,7920 / 9960,3960 / 7620 / 7960,partial,△
6331,2023-10-31,9450,5820 / 5440 / 5920 / 8420 / 5720,5820 / 5440,5920 / 8420 / 5720,partial,△
6332,2023-11-01,4690,7990 / 7720 / 5490 / 7820 / 5790,7990 / 7720,5490 / 7820 / 5790,partial,△
6333,2023-11-02,3880,5990 / 3620 / 5820 / 3820 / 5910,5990 / 3620,5820 / 3820 / 5910,near,▲
6334,2023-11-03,7640,3620 / 3320 / 1420 / 5820 / 8420,3620 / 3320,1420 / 5820 / 8420,partial,△
6335,2023-11-06,9330,3620 / 7920 / 9820 / 5920 / 6820,3620 / 7920,9820 / 5920 / 6820,partial,△
6336,2023-11-07,8610,7860 / 3820 / 5820 / 7840 / 7920,7860 / 3820,5820 / 7840 / 7920,partial,△
6337,2023-11-08,5590,3820 / 3810 / 3950 / 3850 / 3840,3820 / 3810,3950 / 3850 / 3840,partial,△
6338,2023-11-09,2310,3520 / 3590 / 3990 / 3620 / 9420,3520 / 3590,3990 / 3620 / 9420,partial,△
6339,2023-11-10,1970,9820 / 3310 / 3810 / 9810 / 3620,9820 / 3310,3810 / 9810 / 3620,partial,△
