draw,date,actual,predictions,mainline,support,hit_type,mark
6340,2023-11-13,1540,5620 / 3320 / 5220 / 3820 / 7620,5620 / 3320,5220 / 3820 / 7620,partial,△
6341,2023-11-14,2770,3420 / 3820 / 3920 / 5620 / 5510,3420 / 3820,3920 / 5620 / 5510,partial,△
6342,2023-11-15,5620,9520 / 5920 / 3720 / 5540 / 4520,9520 / 5920,3720 / 5540 / 4520,near,▲
6343,2023-11-16,9890,3820 / 9920 / 7920 / 1920 / 3520,3820 / 9920,7920 / 1920 / 3520,partial,△
6344,2023-11-17,1110,7820 / 7690 / 7990 / 5420 / 3490,7820 / 7690,7990 / 5420 / 3490,partial,※
6345,2023-11-20,8670,5920 / 3320 / 3810 / 5620 / 3420,5920 / 3320,3810 / 5620 / 3420,partial,△
6346,2023-11-21,9300,3820 / 3660 / 3840 / 3910 / 3670,3820 / 3660,3840 / 3910 / 3670,partial,△
6347,2023-11-22,9770,7810 / 3320 / 5320 / 7620 / 5310,7810 / 3320,5320 / 7620 / 5310,partial,△
6348,2023-11-23,2390,7720 / 7540 / 7320 / 5920 / 9520,7720 / 7540,7320 / 5920 / 9520,partial,△
6349,2023-11-24,1980,9390 / 9890 / 3820 / 5320 / 4320,9390 / 9890,3820 / 5320 / 4320,partial,△
6350,2023-11-27,2710,5620 / 5320 / 7720 / 5220 / 3740,5620 / 5320,7720 / 5220 / 3740,partial,△
6351,2023-11-28,0770,3520 / 5510 / 3920 / 9910 / 9550,3520 / 5510,3920 / 9910 / 9550,partial,※
6352,2023-11-29,3170,7720 / 5920 / 5720 / 5540 / 7620,7720 / 5920,5720 / 5540 / 7620,partial,△
6353,2023-11-30,1840,3920 / 6820 / 3840 / 3720 / 3340,3920 / 6820,3840 / 3720 / 3340,near,▲
6354,2023-12-01,8920,3820 / 3620 / 5620 / 3920 / 3810,3820 / 3620,5620 / 3920 / 3810,near,▲
6355,2023-12-04,6480,3620 / 3920 / 3420 / 5720 / 8720,3620 / 3920,3420 / 5720 / 8720,partial,△
6356,2023-12-05,3040,3420 / 5720 / 5420 / 5920 / 8720,3420 / 5720,5420 / 5920 / 8720,partial,△
6357,2023-12-06,2350,1920 / 5920 / 1820 / 5820 / 9920,1920 / 5920,1820 / 5820 / 9920,partial,△
6358,2023-12-07,5290,9890 / 5890 / 3320 / 9320 / 9490,9890 / 5890,3320 / 9320 / 9490,near,▲
6359,2023-12-08,7510,3890 / 3420 / 9820 / 1820 / 9790,3890 / 3420,9820 / 1820 / 9790,partial,△
6360,2023-12-11,8720,3420 / 9410 / 3820 / 9510 / 3920,3420 / 9410,3820 / 9510 / 3920,partial,△
6361,2023-12-12,9590,3720 / 3820 / 3220 / 3120 / 5720,3720 / 3820,3220 / 3120 / 5720,partial,△
6362,2023-12-13,4870,7820 / 7590 / 7890 / 7920 / 3820,7820 / 7590,7890 / 7920 / 3820,partial,△
6363,2023-12-14,2280,5420 / 3620 / 5620 / 8820 / 5720,5420 / 3620,5620 / 8820 / 5720,partial,△
6364,2023-12-15,2840,9720 / 5720 / 9420 / 4820 / 3620,9720 / 5720,9420 / 4820 / 3620,box,〇
6365,2023-12-18,1160,3820 / 9620 / 5420 / 5820 / 5320,3820 / 9620,5420 / 5820 / 5320,partial,△
6366,2023-12-19,6960,3320 / 7820 / 3420 / 3720 / 5720,3320 / 7820,3420 / 3720 / 5720,partial,※
6367,2023-12-20,1470,3620 / 3220 / 3420 / 3520 / 5620,3620 / 3220,3420 / 3520 / 5620,partial,△
6368,2023-12-21,8700,3720 / 5420 / 3920 / 3840 / 7420,3720 / 5420,3920 / 3840 / 7420,partial,△
6369,2023-12-22,9860,3320 / 3710 / 3820 / 3310 / 3120,3320 / 3710,3820 / 3310 / 3120,partial,△
6370,2023-12-25,1340,7620 / 5420 / 3420 / 3820 / 3620,7620 / 5420,3420 / 3820 / 3620,partial,△
6371,2023-12-26,4730,5820 / 7320 / 8820 / 3810 / 1320,5820 / 7320,8820 / 3810 / 1320,partial,△
6372,2023-12-27,9420,5720 / 5510 / 3320 / 5540 / 3820,5720 / 5510,3320 / 5540 / 3820,partial,△
6373,2023-12-28,1040,7420 / 3720 / 5820 / 5420 / 7220,7420 / 3720,5820 / 5420 / 7220,partial,△
6374,2023-12-29,3770,3920 / 3720 / 5720 / 5620 / 1920,3920 / 3720,5720 / 5620 / 1920,near,▲
6375,2024-01-04,4050,5520 / 3320 / 6520 / 3540 / 3620,5520 / 3320,6520 / 3540 / 3620,partial,△
6376,2024-01-05,1700,3890 / 3790 / 5790 / 5690 / 5720,3890 / 3790,5790 / 5690 / 5720,partial,△
6377,2024-01-08,5870,3720 / 5510 / 3510 / 3710 / 5820,3720 / 5510,3510 / 3710 / 5820,near,▲
6378,2024-01-09,6100,9420 / 9820 / 3620 / 3440 / 9320,9420 / 9820,3620 / 3440 / 9320,partial,△
6379,2024-01-10,1240,3320 / 3720 / 8820 / 1820 / 3520,3320 / 3720,8820 / 1820 / 3520,partial,△
6380,2024-01-11,2140,5720 / 5420 / 3420 / 8820 / 4720,5720 / 5420,3420 / 8820 / 4720,partial,△
6381,2024-01-12,9440,5820 / 3320 / 9720 / 9220 / 3420,5820 / 3320,9720 / 9220 / 3420,partial,△
6382,2024-01-15,0800,7420 / 5820 / 7920 / 5420 / 4720,7420 / 5820,7920 / 5420 / 4720,partial,△
6383,2024-01-16,8950,3420 / 3820 / 1420 / 3320 / 1410,3420 / 3820,1420 / 3320 / 1410,partial,△
6384,2024-01-17,2930,3390 / 3710 / 3490 / 3740 / 5790,3390 / 3710,3490 / 3740 / 5790,partial,△
6385,2024-01-18,8640,5720 / 9740 / 9620 / 9320 / 3320,5720 / 9740,9620 / 9320 / 3320,partial,△
6386,2024-01-19,0950,3620 / 9920 / 3910 / 3520 / 3640,3620 / 9920,3910 / 3520 / 3640,partial,△
6387,2024-01-22,6510,5790 / 7720 / 9790 / 5720 / 7390,5790 / 7720,9790 / 5720 / 7390,partial,△
6388,2024-01-23,9130,3820 / 3920 / 3510 / 3220 / 1520,3820 / 3920,3510 / 3220 / 1520,partial,△
6389,2024-01-24,1990,7840 / 7720 / 7860 / 7420 / 7620,7840 / 7720,7860 / 7420 / 7620,partial,※
6390,2024-01-25,6480,3790 / 5710 / 3710 / 3320 / 5820,3790 / 5710,3710 / 3320 / 5820,partial,△
6391,2024-01-26,1080,3820 / 3740 / 5720 / 3840 / 7720,3820 / 3740,5720 / 3840 / 7720,partial,△
6392,2024-01-29,3530,5720 / 3720 / 3320 / 5620 / 8820,5720 / 3720,3320 / 5620 / 8820,partial,△
6393,2024-01-30,1370,1520 / 1440 / 1820 / 1720 / 3720,1520 / 1440,1820 / 1720 / 3720,partial,△
6394,2024-01-31,8060,5320 / 5340 / 3840 / 7320 / 1820,5320 / 5340,3840 / 7320 / 1820,partial,△
6395,2024-02-01,3580,3720 / 9920 / 3910 / 3940 / 7920,3720 / 9920,3910 / 3940 / 7920,partial,△
6396,2024-02-02,6920,3420 / 1820 / 1720 / 1920 / 8420,3420 / 1820,1720 / 1920 / 8420,near,▲
6397,2024-02-05,7240,3320 / 3420 / 3620 / 7720 / 1620,3320 / 3420,3620 / 7720 / 1620,partial,△
6398,2024-02-06,0030,9420 / 1720 / 6720 / 9710 / 3420,9420 / 1720,6720 / 9710 / 3420,partial,△
6399,2024-02-07,3720,5920 / 8920 / 7820 / 7940 / 1940,5920 / 8920,7820 / 7940 / 1940,partial,△
6400,2024-02-08,0060,1720 / 1920 / 3720 / 8520 / 5920,1720 / 1920,3720 / 8520 / 5920,partial,※
6401,2024-02-09,3890,1920 / 8920 / 7820 / 5720 / 8720,1920 / 8920,7820 / 5720 / 8720,partial,△
6402,2024-02-12,0450,3420 / 1920 / 1320 / 5420 / 1410,3420 / 1920,1320 / 5420 / 1410,partial,△
6403,2024-02-13,7100,1490 / 3790 / 7890 / 1890 / 8490,1490 / 3790,7890 / 1890 / 8490,partial,△
6404,2024-02-14,2290,9320 / 9810 / 9220 / 9910 / 9410,9320 / 9810,9220 / 9910 / 9410,box,〇
6405,2024-02-15,0290,9820 / 9420 / 9490 / 3820 / 1720,9820 / 9420,9490 / 3820 / 1720,partial,△
6406,2024-02-16,2080,1790 / 7890 / 3790 / 5720 / 3890,1790 / 7890,3790 / 5720 / 3890,partial,△
6407,2024-02-19,3900,9820 / 9940 / 5920 / 3720 / 6920,9820 / 9940,5920 / 3720 / 6920,partial,△
6408,2024-02-20,0420,1710 / 5720 / 3710 / 8720 / 1820,1710 / 5720,3710 / 8720 / 1820,partial,△
6409,2024-02-21,3610,3420 / 1720 / 7820 / 5720 / 3920,3420 / 1720,7820 / 5720 / 3920,partial,△
6410,2024-02-22,5190,1910 / 3820 / 1620 / 3910 / 6910,1910 / 3820,1620 / 3910 / 6910,partial,△
6411,2024-02-23,6510,3890 / 3320 / 1990 / 1890 / 9920,3890 / 3320,1990 / 1890 / 9920,partial,△
6412,2024-02-26,8640,3410 / 3820 / 3720 / 3510 / 3440,3410 / 3820,3720 / 3510 / 3440,partial,△
6413,2024-02-27,8680,3620 / 3520 / 3120 / 3940 / 3610,3620 / 3520,3120 / 3940 / 3610,partial,△
6414,2024-02-28,8250,3820 / 3520 / 9920 / 3640 / 6620,3820 / 3520,9920 / 3640 / 6620,partial,△
6415,2024-02-29,5500,3490 / 9790 / 3820 / 3740 / 7790,3490 / 9790,3820 / 3740 / 7790,partial,※
6416,2024-03-01,5600,3520 / 9420 / 3220 / 5520 / 3510,3520 / 9420,3220 / 5520 / 3510,partial,△
6417,2024-03-04,5110,9920 / 3820 / 3620 / 1820 / 3720,9920 / 3820,3620 / 1820 / 3720,partial,△
6418,2024-03-05,8920,3320 / 3220 / 3420 / 1810 / 3720,3320 / 3220,3420 / 1810 / 3720,partial,△
6419,2024-03-06,4820,3420 / 3920 / 3520 / 5720 / 5220,3420 / 3920,3520 / 5720 / 5220,partial,△
6420,2024-03-07,8220,3420 / 5920 / 5320 / 3820 / 8720,3420 / 5920,5320 / 3820 / 8720,near,▲
6421,2024-03-08,7630,3420 / 8720 / 6720 / 3320 / 6820,3420 / 8720,6720 / 3320 / 6820,partial,△
6422,2024-03-11,4680,9620 / 9960 / 7920 / 5920 / 6820,9620 / 9960,7920 / 5920 / 6820,partial,△
6423,2024-03-12,1460,3920 / 8620 / 5820 / 3820 / 8940,3920 / 8620,5820 / 3820 / 8940,partial,△
6424,2024-03-13,0170,5720 / 5920 / 5820 / 8420 / 1420,5720 / 5920,5820 / 8420 / 1420,partial,△
6425,2024-03-14,5990,7820 / 7220 / 5920 / 8920 / 7320,7820 / 7220,5920 / 8920 / 7320,near,▲
6426,2024-03-15,9880,3790 / 1790 / 3220 / 3420 / 3490,3790 / 1790,3220 / 3420 / 3490,partial,△
6427,2024-03-18,0040,7820 / 3420 / 7720 / 7220 / 5820,7820 / 3420,7720 / 7220 / 5820,partial,△
6428,2024-03-19,9610,3920 / 7720 / 5820 / 8820 / 1720,3920 / 7720,5820 / 8820 / 1720,partial,△
6429,2024-03-20,4960,7820 / 3920 / 7720 / 7120 / 7950,7820 / 3920,7720 / 7120 / 7950,partial,△
6430,2024-03-21,2370,3720 / 8220 / 3220 / 5620 / 5920,3720 / 8220,3220 / 5620 / 5920,box,〇
6431,2024-03-22,4850,9820 / 5320 / 9420 / 5420 / 3360,9820 / 5320,9420 / 5420 / 3360,partial,△
6432,2024-03-25,2240,3490 / 8420 / 5890 / 8990 / 5410,3490 / 8420,5890 / 8990 / 5410,partial,△
6433,2024-03-26,8140,5720 / 3720 / 9420 / 3420 / 4420,5720 / 3720,9420 / 3420 / 4420,partial,△
6434,2024-03-27,3600,3220 / 3720 / 3520 / 8820 / 6820,3220 / 3720,3520 / 8820 / 6820,partial,△
6435,2024-03-28,9180,5920 / 3620 / 1620 / 1910 / 6820,5920 / 3620,1620 / 1910 / 6820,partial,△
6436,2024-03-29,3990,7220 / 5820 / 7720 / 5220 / 7440,7220 / 5820,7720 / 5220 / 7440,partial,※
6437,2024-04-01,4890,5720 / 6720 / 3220 / 8720 / 1420,5720 / 6720,3220 / 8720 / 1420,partial,△
6438,2024-04-02,5910,8420 / 8490 / 5820 / 5990 / 3990,8420 / 8490,5820 / 5990 / 3990,near,▲
6439,2024-04-03,6400,3220 / 9720 / 3420 / 3710 / 7220,3220 / 9720,3420 / 3710 / 7220,partial,△
6440,2024-04-04,2800,3820 / 5420 / 8820 / 3220 / 1420,3820 / 5420,8820 / 3220 / 1420,partial,△
6441,2024-04-05,3640,5420 / 9820 / 3820 / 3410 / 3320,5420 / 9820,3820 / 3410 / 3320,partial,△
6442,2024-04-08,7430,5920 / 3820 / 6620 / 8920 / 3910,5920 / 3820,6620 / 8920 / 3910,partial,△
6443,2024-04-09,0020,3420 / 3820 / 3920 / 9460 / 9220,3420 / 3820,3920 / 9460 / 9220,partial,△
6444,2024-04-10,1700,7920 / 5820 / 7820 / 8820 / 3320,7920 / 5820,7820 / 8820 / 3320,partial,△
6445,2024-04-11,5180,3920 / 5720 / 3720 / 3320 / 3620,3920 / 5720,3720 / 3320 / 3620,partial,△
6446,2024-04-12,1580,5920 / 9920 / 3220 / 3320 / 3620,5920 / 9920,3220 / 3320 / 3620,partial,△
6447,2024-04-15,5970,5520 / 3520 / 5440 / 3920 / 7420,5520 / 3520,5440 / 3920 / 7420,partial,△
6448,2024-04-16,8450,1720 / 3420 / 3620 / 9720 / 1420,1720 / 3420,3620 / 9720 / 1420,partial,△
6449,2024-04-17,5630,3890 / 3920 / 3440 / 3290 / 3840,3890 / 3920,3440 / 3290 / 3840,partial,△
6450,2024-04-18,6900,1920 / 5620 / 7920 / 1620 / 1820,1920 / 5620,7920 / 1620 / 1820,partial,△
6451,2024-04-19,2070,3220 / 3710 / 3320 / 5420 / 8220,3220 / 3710,3320 / 5420 / 8220,partial,△
6452,2024-04-22,4590,9920 / 9940 / 5620 / 3820 / 5950,9920 / 9940,5620 / 3820 / 5950,partial,△
6453,2024-04-23,3190,5520 / 5920 / 3420 / 3490 / 5620,5520 / 5920,3420 / 3490 / 5620,near,▲
6454,2024-04-24,8740,5990 / 6990 / 1920 / 3890 / 1890,5990 / 6990,1920 / 3890 / 1890,partial,△
6455,2024-04-25,1180,3720 / 5520 / 3220 / 3120 / 6520,3720 / 5520,3220 / 3120 / 6520,partial,△
6456,2024-04-26,2100,5820 / 3820 / 5940 / 5320 / 5440,5820 / 3820,5940 / 5320 / 5440,partial,△
6457,2024-04-29,0400,9920 / 5220 / 5420 / 3220 / 5620,9920 / 5220,5420 / 3220 / 5620,partial,△
6458,2024-04-30,2750,3420 / 3920 / 7920 / 5820 / 1420,3420 / 3920,7920 / 5820 / 1420,partial,△
6459,2024-05-01,1350,3990 / 9990 / 5520 / 5790 / 5510,3990 / 9990,5520 / 5790 / 5510,partial,△
6460,2024-05-02,9870,5890 / 5990 / 3490 / 3990 / 8390,5890 / 5990,3490 / 3990 / 8390,partial,△
6461,2024-05-03,3230,7440 / 7620 / 7820 / 4420 / 7220,7440 / 7620,7820 / 4420 / 7220,partial,△
6462,2024-05-06,1000,3420 / 1720 / 1820 / 5420 / 3860,3420 / 1720,1820 / 5420 / 3860,partial,△
6463,2024-05-07,3600,5910 / 5820 / 5720 / 8920 / 5120,5910 / 5820,5720 / 8920 / 5120,partial,※
6464,2024-05-08,3610,5920 / 1620 / 3910 / 5620 / 1820,5920 / 1620,3910 / 5620 / 1820,near,▲
6465,2024-05-09,5930,1920 / 5620 / 6620 / 6920 / 5910,1920 / 5620,6620 / 6920 / 5910,near,▲
6466,2024-05-10,9650,3420 / 3320 / 1720 / 5620 / 1620,3420 / 3320,1720 / 5620 / 1620,partial,△
6467,2024-05-13,0640,7690 / 3690 / 7920 / 7620 / 7610,7690 / 3690,7920 / 7620 / 7610,partial,△
6468,2024-05-14,1670,5620 / 7620 / 8920 / 1920 / 3120,5620 / 7620,8920 / 1920 / 3120,partial,△
6469,2024-05-15,9650,5920 / 3640 / 5660 / 3660 / 5980,5920 / 3640,5660 / 3660 / 5980,partial,△
6470,2024-05-16,8770,5690 / 3990 / 7620 / 7610 / 7640,5690 / 3990,7620 / 7610 / 7640,partial,△
6471,2024-05-17,3800,3620 / 3540 / 3550 / 3560 / 3660,3620 / 3540,3550 / 3560 / 3660,partial,△
6472,2024-05-20,5880,5420 / 5620 / 3920 / 3820 / 5410,5420 / 5620,3920 / 3820 / 5410,partial,△
6473,2024-05-21,6770,5420 / 3920 / 1420 / 9420 / 7620,5420 / 3920,1420 / 9420 / 7620,partial,△
6474,2024-05-22,0060,3620 / 3320 / 3540 / 5920 / 5620,3620 / 3320,3540 / 5920 / 5620,partial,△
6475,2024-05-23,6560,5620 / 7620 / 5820 / 5720 / 8820,5620 / 7620,5820 / 5720 / 8820,partial,△
6476,2024-05-24,2010,3520 / 5420 / 3820 / 3720 / 1420,3520 / 5420,3820 / 3720 / 1420,partial,△
6477,2024-05-27,7370,3620 / 9620 / 3820 / 5820 / 9820,3620 / 9620,3820 / 5820 / 9820,partial,△
6478,2024-05-28,6180,3320 / 5320 / 7820 / 6820 / 3860,3320 / 5320,7820 / 6820 / 3860,partial,△
6479,2024-05-29,6440,3620 / 3320 / 5820 / 3720 / 3520,3620 / 3320,5820 / 3720 / 3520,partial,△
6480,2024-05-30,7820,3720 / 5720 / 5820 / 3220 / 8720,3720 / 5720,5820 / 3220 / 8720,box,〇
6481,2024-05-31,4690,5420 / 6420 / 7420 / 9920 / 3320,5420 / 6420,7420 / 9920 / 3320,partial,△
6482,2024-06-03,9470,5990 / 3620 / 3990 / 8690 / 5640,5990 / 3620,3990 / 8690 / 5640,partial,△
6483,2024-06-04,9300,7820 / 7440 / 5820 / 3420 / 7460,7820 / 7440,5820 / 3420 / 7460,partial,△
6484,2024-06-05,6560,5820 / 3820 / 3320 / 7420 / 3810,5820 / 3820,3320 / 7420 / 3810,partial,△
6485,2024-06-06,3840,3520 / 3820 / 5520 / 8420 / 5220,3520 / 3820,5520 / 8420 / 5220,near,▲
6486,2024-06-07,1430,3620 / 1420 / 6620 / 1620 / 6820,3620 / 1420,6620 / 1620 / 6820,near,▲
6487,2024-06-10,3480,3420 / 5920 / 3720 / 5460 / 5220,3420 / 5920,3720 / 5460 / 5220,near,▲
6488,2024-06-11,4000,1420 / 5820 / 3720 / 1820 / 1440,1420 / 5820,3720 / 1820 / 1440,partial,△
6489,2024-06-12,0110,5820 / 5610 / 5910 / 3820 / 3720,5820 / 5610,5910 / 3820 / 3720,partial,△
6490,2024-06-13,6910,5420 / 3920 / 5620 / 8820 / 3320,5420 / 3920,5620 / 8820 / 3320,partial,△
6491,2024-06-14,5050,3420 / 3220 / 3320 / 3820 / 8720,3420 / 3220,3320 / 3820 / 8720,partial,※
6492,2024-06-17,6400,3690 / 3890 / 9990 / 7990 / 3620,3690 / 3890,9990 / 7990 / 3620,partial,△
6493,2024-06-18,0450,3820 / 3920 / 3810 / 5820 / 1420,3820 / 3920,3810 / 5820 / 1420,partial,△
6494,2024-06-19,6460,7490 / 1490 / 5420 / 3890 / 5440,7490 / 1490,5420 / 3890 / 5440,partial,△
6495,2024-06-20,3220,3820 / 3410 / 8420 / 1420 / 3460,3820 / 3410,8420 / 1420 / 3460,near,▲
6496,2024-06-21,5930,3720 / 6420 / 5720 / 6820 / 5620,3720 / 6420,5720 / 6820 / 5620,partial,△
6497,2024-06-24,0490,3620 / 3220 / 5620 / 3820 / 3760,3620 / 3220,5620 / 3820 / 3760,partial,※
6498,2024-06-25,3370,5490 / 7490 / 1420 / 1490 / 5890,5490 / 7490,1420 / 1490 / 5890,partial,△
6499,2024-06-26,5560,5820 / 3420 / 5320 / 5420 / 3860,5820 / 3420,5320 / 5420 / 3860,partial,△
6500,2024-06-27,5520,9420 / 3520 / 3820 / 6420 / 3480,9420 / 3520,3820 / 6420 / 3480,near,▲
6501,2024-06-28,2850,9420 / 7420 / 5520 / 3920 / 5620,9420 / 7420,5520 / 3920 / 5620,partial,△
6502,2024-07-01,8360,5490 / 6490 / 4490 / 9420 / 9410,5490 / 6490,4490 / 9420 / 9410,partial,△
6503,2024-07-02,2400,3420 / 3810 / 3720 / 3390 / 3340,3420 / 3810,3720 / 3390 / 3340,partial,△
6504,2024-07-03,8960,9420 / 9410 / 3820 / 3720 / 5920,9420 / 9410,3820 / 3720 / 5920,partial,△
6505,2024-07-04,3650,3620 / 3220 / 3920 / 3520 / 3120,3620 / 3220,3920 / 3520 / 3120,near,▲
6506,2024-07-05,7150,3690 / 6690 / 6990 / 3890 / 8990,3690 / 6690,6990 / 3890 / 8990,partial,※
6507,2024-07-08,2080,3490 / 3890 / 3390 / 6490 / 5890,3490 / 3890,3390 / 6490 / 5890,partial,△
6508,2024-07-09,1080,5920 / 3320 / 5620 / 5820 / 3960,5920 / 3320,5620 / 5820 / 3960,partial,△
6509,2024-07-10,1320,3820 / 5620 / 3320 / 5720 / 7920,3820 / 5620,3320 / 5720 / 7920,near,▲
6510,2024-07-11,2090,5820 / 5420 / 5520 / 3720 / 7820,5820 / 5420,5520 / 3720 / 7820,partial,△
6511,2024-07-12,3450,5990 / 3820 / 3620 / 3320 / 5690,5990 / 3820,3620 / 3320 / 5690,partial,△
6512,2024-07-15,0230,1490 / 3990 / 3890 / 5420 / 6420,1490 / 3990,3890 / 5420 / 6420,partial,△
6513,2024-07-16,4870,3720 / 3460 / 5720 / 5820 / 7460,3720 / 3460,5720 / 5820 / 7460,partial,△
6514,2024-07-17,7100,5450 / 5440 / 3440 / 8420 / 3470,5450 / 5440,3440 / 8420 / 3470,partial,△
6515,2024-07-18,2320,9920 / 6420 / 9820 / 3320 / 3810,9920 / 6420,9820 / 3320 / 3810,near,▲
6516,2024-07-19,0440,3420 / 5420 / 9320 / 9420 / 3620,3420 / 5420,9320 / 9420 / 3620,partial,△
6517,2024-07-22,2820,7420 / 3820 / 5820 / 3720 / 5410,7420 / 3820,5820 / 3720 / 5410,near,▲
6518,2024-07-23,8270,9420 / 3820 / 4420 / 1420 / 9620,9420 / 3820,4420 / 1420 / 9620,partial,△
6519,2024-07-24,5330,3720 / 3450 / 3860 / 3850 / 3320,3720 / 3450,3860 / 3850 / 3320,partial,△
6520,2024-07-25,2540,3420 / 5820 / 5420 / 1820 / 7420,3420 / 5820,5420 / 1820 / 7420,box,〇
6521,2024-07-26,3870,9420 / 6420 / 3820 / 3920 / 3450,9420 / 6420,3820 / 3920 / 3450,near,▲
6522,2024-07-29,7800,1420 / 5450 / 3440 / 5440 / 1450,1420 / 5450,3440 / 5440 / 1450,partial,※
6523,2024-07-30,7870,6420 / 3410 / 9410 / 3820 / 9320,6420 / 3410,9410 / 3820 / 9320,partial,△
6524,2024-07-31,4170,6420 / 3460 / 3440 / 9460 / 3320,6420 / 3460,3440 / 9460 / 3320,partial,△
6525,2024-08-01,1180,3820 / 5320 / 3320 / 5450 / 3460,3820 / 5320,3320 / 5450 / 3460,partial,△
6526,2024-08-02,7930,5420 / 3920 / 5920 / 3220 / 7820,5420 / 3920,5920 / 3220 / 7820,partial,△
6527,2024-08-05,9510,3720 / 9720 / 5420 / 3460 / 6620,3720 / 9720,5420 / 3460 / 6620,partial,△
6528,2024-08-06,0070,7410 / 7470 / 7520 / 5450 / 3410,7410 / 7470,7520 / 5450 / 3410,partial,△
6529,2024-08-07,6240,3820 / 3320 / 5820 / 7320 / 1820,3820 / 3320,5820 / 7320 / 1820,partial,△
6530,2024-08-08,1150,3720 / 3320 / 3810 / 3220 / 1420,3720 / 3320,3810 / 3220 / 1420,partial,△
6531,2024-08-09,4240,3990 / 5890 / 5990 / 5390 / 5290,3990 / 5890,5990 / 5390 / 5290,partial,△
6532,2024-08-12,5330,5420 / 3720 / 8820 / 1820 / 6820,5420 / 3720,8820 / 1820 / 6820,partial,△
6533,2024-08-13,1670,3360 / 3860 / 5320 / 7820 / 5420,3360 / 3860,5320 / 7820 / 5420,partial,△
6534,2024-08-14,7700,3920 / 5820 / 3660 / 5650 / 5960,3920 / 5820,3660 / 5650 / 5960,partial,※
6535,2024-08-15,9660,7520 / 6520 / 3320 / 9510 / 6320,7520 / 6520,3320 / 9510 / 6320,partial,△
6536,2024-08-16,7990,7820 / 5920 / 3920 / 5820 / 9920,7820 / 5920,3920 / 5820 / 9920,partial,△
6537,2024-08-19,0570,3420 / 9620 / 9790 / 7720 / 3620,3420 / 9620,9790 / 7720 / 3620,partial,△
6538,2024-08-20,3580,5420 / 7460 / 7820 / 3440 / 7450,5420 / 7460,7820 / 3440 / 7450,partial,△
6539,2024-08-21,4120,1420 / 3520 / 3820 / 7420 / 3920,1420 / 3520,3820 / 7420 / 3920,box,〇
